date,sku,quantity,revenue,platform
2025-09-24,SKU-053,4,1123,Amazon
2025-05-23,SKU-034,5,361,Amazon
2026-01-03,SKU-015,2,831,Amazon
2025-10-01,SKU-018,3,279,Walmart
2025-07-28,SKU-008,5,105,Shopify
2025-10-25,SKU-056,3,165,Walmart
2026-03-16,SKU-001,4,233,Walmart
2025-05-31,SKU-020,5,257,Temu
2025-06-04,SKU-031,4,81,eBay
2025-09-30,SKU-003,3,276,Walmart
2025-11-04,SKU-060,2,121,Amazon
2025-09-14,SKU-015,1,806,Walmart
2025-08-31,SKU-054,1,732,Walmart
2025-10-08,SKU-006,2,256,Shopify
2025-09-26,SKU-048,4,258,Walmart
2025-08-02,SKU-058,1,612,Temu
2025-06-24,SKU-059,5,126,Walmart
2026-01-26,SKU-052,1,100,Shopify
2025-10-23,SKU-039,5,193,Temu
2026-04-22,SKU-025,2,678,Shopify
2026-02-08,SKU-055,4,134,eBay
2025-10-17,SKU-059,2,150,Temu
2025-11-04,SKU-053,5,869,Temu
2026-04-19,SKU-023,1,516,Shopify
2025-10-28,SKU-034,4,365,eBay
2026-04-14,SKU-025,1,526,Temu
2025-10-20,SKU-013,1,438,Temu
2025-11-19,SKU-017,2,166,Temu
2025-10-18,SKU-041,2,50,eBay
2025-07-26,SKU-040,1,124,Shopify
2025-09-27,SKU-017,2,188,Temu
2025-06-01,SKU-039,5,150,Amazon
2026-03-09,SKU-035,5,97,Temu
2025-11-25,SKU-005,2,330,Temu
2025-08-16,SKU-008,2,110,Shopify
2026-02-18,SKU-055,1,184,Shopify
2025-08-04,SKU-060,2,108,Amazon
2026-01-14,SKU-013,3,389,Shopify
2025-10-05,SKU-046,2,723,Temu
2025-12-16,SKU-016,4,935,Walmart
2025-12-14,SKU-009,5,100,Temu
2025-08-14,SKU-029,1,222,Walmart
2025-12-29,SKU-023,4,557,Temu
2025-08-08,SKU-035,1,79,Amazon
2025-08-25,SKU-025,1,670,Walmart
2026-02-22,SKU-050,3,85,Walmart
2026-01-31,SKU-028,5,89,eBay
2025-08-19,SKU-041,2,51,eBay
2025-10-22,SKU-035,4,85,Amazon
2025-07-26,SKU-035,3,133,Walmart
2025-06-20,SKU-016,4,809,Amazon
2025-11-22,SKU-006,4,403,Shopify
2025-09-18,SKU-024,2,537,Amazon
2026-04-02,SKU-011,3,203,eBay
2025-10-01,SKU-014,5,361,Shopify
2025-07-12,SKU-013,2,365,eBay
2026-02-07,SKU-042,3,53,Temu
2025-08-03,SKU-036,5,138,eBay
2025-11-06,SKU-045,4,630,Temu
2026-02-14,SKU-016,1,781,Amazon
2025-12-08,SKU-028,1,79,Amazon
2025-12-22,SKU-010,5,116,Walmart
2026-03-29,SKU-018,1,233,eBay
2025-09-03,SKU-019,2,195,Walmart
2025-10-24,SKU-005,5,262,Temu
2026-03-26,SKU-026,3,688,Temu
2025-11-15,SKU-060,5,149,Temu
2025-07-05,SKU-010,3,99,Temu
2025-09-16,SKU-032,4,94,Temu
2025-11-21,SKU-037,2,204,Amazon
2025-06-30,SKU-045,4,696,Shopify
2026-05-08,SKU-047,2,290,Temu
2026-04-01,SKU-003,3,217,eBay
2025-05-26,SKU-030,4,145,Walmart
2025-10-30,SKU-003,1,331,Temu
2025-06-30,SKU-056,1,159,Walmart
2025-12-22,SKU-024,4,730,Amazon
2025-06-03,SKU-011,5,196,Temu
2025-09-26,SKU-005,5,286,eBay
2025-09-05,SKU-011,3,196,Temu
2025-05-22,SKU-022,5,162,Shopify
2026-02-04,SKU-039,5,116,eBay
2026-03-29,SKU-054,2,907,Temu
2025-10-04,SKU-044,3,55,Shopify
2025-07-01,SKU-051,3,110,Walmart
2026-02-01,SKU-016,1,879,eBay
2026-03-11,SKU-060,3,140,Temu
2026-04-23,SKU-007,3,102,eBay
2025-10-01,SKU-013,3,507,Temu
2025-08-13,SKU-007,1,109,Shopify
2026-01-29,SKU-011,5,306,eBay
2026-04-26,SKU-045,4,672,eBay
2026-02-12,SKU-031,5,75,Temu
2026-04-30,SKU-034,4,286,Amazon
2026-04-15,SKU-012,3,281,Walmart
2025-05-27,SKU-041,1,49,Amazon
2025-09-01,SKU-038,5,204,Temu
2026-01-17,SKU-049,5,61,Temu
2026-03-08,SKU-048,4,252,Temu
2025-12-25,SKU-008,1,112,Amazon
2025-10-09,SKU-024,1,536,Walmart
2026-04-19,SKU-059,5,111,Walmart
2025-08-30,SKU-060,5,108,Amazon
2025-12-29,SKU-030,3,180,Shopify
2025-10-15,SKU-032,1,105,Temu
2025-11-10,SKU-033,4,219,Walmart
2026-02-05,SKU-051,3,102,Amazon
2025-12-18,SKU-042,1,47,Temu
2026-01-07,SKU-054,2,814,Shopify
2025-11-20,SKU-051,1,68,Amazon
2025-06-24,SKU-020,4,238,Amazon
2026-02-03,SKU-028,2,95,Shopify
2026-04-05,SKU-002,3,183,Walmart
2025-07-25,SKU-004,2,287,eBay
2025-11-27,SKU-018,2,226,Shopify
2025-06-03,SKU-025,1,728,Shopify
2025-09-16,SKU-057,5,545,Amazon
2025-11-18,SKU-038,2,207,Walmart
2025-07-15,SKU-021,5,137,Walmart
2025-09-17,SKU-026,5,682,eBay
2025-11-20,SKU-034,3,359,Temu
2025-12-26,SKU-011,3,248,eBay
2025-05-31,SKU-056,5,131,Shopify
2026-03-28,SKU-014,5,331,Amazon
2025-07-13,SKU-055,3,158,Temu
2026-01-09,SKU-011,5,308,Temu
2026-02-02,SKU-028,4,109,Temu
2025-06-19,SKU-007,3,111,Walmart
2025-11-18,SKU-003,5,346,eBay
2026-04-26,SKU-033,4,235,Shopify
2025-12-22,SKU-033,2,268,eBay
2025-11-16,SKU-060,1,164,Amazon
2026-04-07,SKU-014,2,348,Walmart
2026-01-11,SKU-060,2,117,Walmart
2025-11-09,SKU-031,3,70,eBay
2025-08-19,SKU-026,2,652,Shopify
2025-10-16,SKU-020,2,177,Walmart
2025-09-08,SKU-024,3,504,Amazon
2025-09-10,SKU-055,3,117,Amazon
2025-08-14,SKU-032,2,106,Amazon
2025-09-27,SKU-026,5,697,Walmart
2025-08-29,SKU-052,4,93,Temu
2025-05-19,SKU-006,4,407,Walmart
2025-11-23,SKU-041,1,47,Walmart
2025-08-28,SKU-018,3,233,eBay
2025-10-30,SKU-026,4,488,eBay
2025-10-30,SKU-012,5,229,Shopify
2025-12-21,SKU-022,3,177,Shopify
2025-12-08,SKU-031,2,64,Shopify
2025-10-02,SKU-052,5,68,eBay
2025-09-14,SKU-019,3,218,Shopify
2026-05-03,SKU-006,1,292,Walmart
2025-07-27,SKU-008,3,118,Amazon
2026-05-15,SKU-028,5,87,Shopify
2026-01-04,SKU-035,1,106,Walmart
2026-02-15,SKU-051,4,69,Walmart
2025-10-24,SKU-005,4,308,Amazon
2026-05-11,SKU-006,4,302,Walmart
2025-06-21,SKU-003,3,351,Amazon
2025-08-25,SKU-051,3,84,Amazon
2025-12-25,SKU-007,2,117,Shopify
2025-12-28,SKU-051,2,105,eBay
2026-04-24,SKU-024,3,490,eBay
2026-02-13,SKU-039,5,139,Shopify
2025-06-15,SKU-010,2,92,Shopify
2026-04-18,SKU-046,4,461,Temu
2025-06-21,SKU-042,2,42,Temu
2025-06-16,SKU-008,3,109,Shopify
2025-08-05,SKU-009,5,115,Walmart
2026-03-25,SKU-002,3,198,Amazon
2025-05-15,SKU-021,5,116,eBay
2025-09-07,SKU-030,4,221,eBay
2025-07-06,SKU-026,4,506,Shopify
2026-04-30,SKU-041,1,47,Shopify
2025-06-06,SKU-030,4,157,Amazon
2025-08-17,SKU-046,2,759,Amazon
2026-04-25,SKU-039,1,178,Amazon
2026-03-02,SKU-020,2,215,eBay
2025-12-07,SKU-054,4,1167,Amazon
2026-03-29,SKU-023,3,784,Amazon
2025-08-24,SKU-054,2,973,Shopify
2026-01-11,SKU-055,5,138,Temu
2026-03-20,SKU-042,4,53,Temu
2025-07-21,SKU-017,3,192,eBay
2026-02-19,SKU-023,2,681,Shopify
2026-02-21,SKU-025,4,450,Walmart
2026-01-19,SKU-048,2,280,eBay
2026-02-15,SKU-024,2,537,Amazon
2025-12-29,SKU-044,5,61,Shopify
2025-12-15,SKU-005,1,280,Walmart
2025-07-10,SKU-053,1,829,Shopify
2025-06-24,SKU-017,2,274,Shopify
2026-05-15,SKU-044,3,37,Shopify
2025-06-27,SKU-010,5,101,Shopify
2025-11-20,SKU-051,5,82,Shopify
2025-10-25,SKU-047,5,283,eBay
2025-12-19,SKU-051,4,101,Shopify
2025-06-08,SKU-003,2,321,Amazon
2025-08-04,SKU-060,1,140,Temu
2025-09-07,SKU-021,2,138,Amazon
2026-01-09,SKU-014,5,473,Temu
2025-06-16,SKU-020,3,209,Walmart
2025-09-12,SKU-004,4,348,Shopify
2026-04-11,SKU-057,1,622,Amazon
2025-06-18,SKU-016,5,1280,Shopify
2025-12-26,SKU-053,5,868,eBay
2025-09-04,SKU-020,1,240,Walmart
2025-12-27,SKU-014,4,321,Shopify
2026-04-03,SKU-003,5,350,eBay
2026-05-06,SKU-058,1,397,Shopify
2025-08-22,SKU-026,4,461,Amazon
2025-09-13,SKU-001,3,235,eBay
2025-11-01,SKU-017,5,277,Temu
2025-10-17,SKU-053,2,1095,Amazon
2026-04-05,SKU-027,2,73,Amazon
2026-01-15,SKU-031,4,89,Shopify
2025-10-19,SKU-037,4,179,Shopify
2026-01-29,SKU-004,2,361,Shopify
2026-03-12,SKU-047,5,319,eBay
2025-10-04,SKU-038,2,191,Amazon
2026-02-10,SKU-025,2,442,Amazon
2025-08-06,SKU-013,2,460,Temu
2025-10-06,SKU-035,5,80,Temu
2025-07-01,SKU-039,1,184,Temu
2025-08-09,SKU-015,4,1228,Walmart
2025-07-20,SKU-056,5,192,Shopify
2025-11-08,SKU-011,1,191,eBay
2026-03-18,SKU-021,1,168,Amazon
2026-03-03,SKU-001,3,229,Shopify
2025-12-08,SKU-021,1,140,Temu
2026-04-05,SKU-007,2,112,eBay
2025-05-23,SKU-034,1,233,Walmart
2025-05-15,SKU-023,4,895,Walmart
2026-03-12,SKU-011,2,306,eBay
2025-06-11,SKU-013,4,377,Amazon
2025-12-22,SKU-058,4,414,Shopify
2025-10-12,SKU-010,5,102,eBay
2025-08-04,SKU-023,3,704,Walmart
2025-11-07,SKU-031,3,86,eBay
2025-11-04,SKU-045,5,425,eBay
2025-12-03,SKU-050,2,88,Amazon
2025-09-19,SKU-020,4,179,eBay
2025-05-16,SKU-039,1,186,eBay
2025-10-27,SKU-060,2,140,eBay
2025-07-03,SKU-036,1,125,Amazon
2026-03-02,SKU-007,1,71,eBay
2025-06-16,SKU-015,5,1102,Temu
2026-04-07,SKU-022,1,145,Walmart
2026-02-27,SKU-018,2,297,Walmart
2025-11-15,SKU-006,1,441,Temu
2026-05-02,SKU-023,3,726,Walmart
2025-09-15,SKU-007,5,102,Shopify
2025-06-12,SKU-026,2,449,Shopify
2026-02-17,SKU-010,4,110,Shopify
2025-11-19,SKU-050,1,66,Temu
2025-09-22,SKU-010,1,130,Shopify
2025-05-25,SKU-028,1,78,Walmart
2025-11-21,SKU-029,3,172,Amazon
2025-07-09,SKU-055,3,186,Temu
2025-07-30,SKU-043,5,42,Walmart
2025-10-04,SKU-011,3,331,Temu
2026-02-04,SKU-009,2,124,Amazon
2025-10-01,SKU-004,5,209,Temu
2026-03-24,SKU-047,1,223,eBay
2025-06-28,SKU-045,1,502,Shopify
2026-02-13,SKU-043,4,42,Shopify
2025-12-25,SKU-047,1,291,eBay
2026-01-14,SKU-030,3,143,Amazon
2025-08-19,SKU-017,2,235,Walmart
2026-02-11,SKU-002,4,178,Temu
2025-12-22,SKU-004,1,291,Shopify
2025-10-02,SKU-045,5,495,Amazon
2026-04-24,SKU-032,3,109,Temu
2025-07-26,SKU-003,1,389,eBay
2025-06-20,SKU-050,5,61,eBay
2026-04-17,SKU-028,3,98,Temu
2025-05-26,SKU-036,1,113,Shopify
2025-10-11,SKU-037,3,243,eBay
2025-06-10,SKU-037,2,142,Amazon
2025-09-28,SKU-017,5,245,Shopify
2025-08-29,SKU-027,5,66,eBay
2025-06-26,SKU-031,3,79,Shopify
2025-11-01,SKU-054,3,1120,eBay
2025-11-11,SKU-017,5,268,Shopify
2026-03-22,SKU-018,3,180,Temu
2025-10-26,SKU-037,2,212,eBay
2025-08-10,SKU-014,2,430,Shopify
2025-08-13,SKU-005,2,249,Temu
2026-01-09,SKU-026,1,648,eBay
2025-08-15,SKU-028,1,106,eBay
2026-02-21,SKU-018,3,202,eBay
2025-12-18,SKU-006,5,305,Shopify
2025-07-18,SKU-036,1,112,Walmart
2025-12-14,SKU-008,1,114,Shopify
2026-02-05,SKU-050,3,82,Shopify
2025-11-06,SKU-045,2,473,Amazon
2026-02-08,SKU-025,3,709,Temu
2025-11-24,SKU-027,2,110,Walmart
2026-01-14,SKU-005,5,247,Shopify
2026-03-29,SKU-042,5,63,Temu
2025-09-22,SKU-032,2,87,eBay
2026-01-18,SKU-036,5,116,Walmart
2025-05-27,SKU-024,2,728,Walmart
2026-05-05,SKU-030,2,210,Temu
2025-10-08,SKU-002,4,163,Temu
2025-07-10,SKU-007,1,87,Temu
2025-09-08,SKU-047,4,263,eBay
2025-09-24,SKU-022,1,191,Amazon
2025-05-23,SKU-058,1,598,Shopify
2025-05-18,SKU-045,3,716,Temu
2025-10-14,SKU-003,5,306,Walmart
2025-08-04,SKU-054,3,997,Amazon
2025-06-22,SKU-008,5,79,eBay
2025-10-24,SKU-031,4,68,Temu
2025-08-19,SKU-046,3,631,Shopify
2025-08-23,SKU-040,2,127,Walmart
2026-01-02,SKU-029,4,129,Amazon
2025-09-02,SKU-030,4,184,Amazon
2025-07-27,SKU-041,4,48,Shopify
2025-12-22,SKU-019,4,234,Walmart
2025-11-10,SKU-033,3,214,Walmart
2025-09-11,SKU-032,1,70,Shopify
2025-11-04,SKU-005,3,399,Temu
2026-05-09,SKU-057,1,645,Walmart
2025-06-19,SKU-011,4,340,Walmart
2025-09-20,SKU-016,4,750,Shopify
2025-10-18,SKU-048,4,253,Temu
2025-10-16,SKU-019,2,228,Temu
2026-04-07,SKU-017,4,208,Amazon
2025-10-23,SKU-035,3,140,Walmart
2025-06-28,SKU-047,4,223,Amazon
2025-10-12,SKU-032,1,88,Shopify
2026-04-01,SKU-028,5,97,Shopify
2025-10-30,SKU-001,2,208,Temu
2026-01-26,SKU-026,5,760,eBay
2026-03-29,SKU-024,5,871,eBay
2025-08-20,SKU-018,4,194,Amazon
2026-02-07,SKU-044,4,59,Amazon
2026-03-31,SKU-004,2,307,Amazon
2025-11-30,SKU-049,4,58,eBay
2026-04-24,SKU-050,4,65,Temu
2025-10-22,SKU-052,4,107,Amazon
2026-01-01,SKU-008,5,124,Temu
2025-11-25,SKU-056,2,197,Temu
2025-11-02,SKU-005,1,328,Shopify
2025-06-14,SKU-046,5,708,Walmart
2026-03-09,SKU-010,3,148,Walmart
2025-07-31,SKU-011,4,207,eBay
2026-05-15,SKU-039,2,138,Walmart
2025-07-27,SKU-013,2,387,Shopify
2025-08-29,SKU-030,4,177,Amazon
2025-10-25,SKU-001,4,192,Amazon
2026-03-24,SKU-050,2,69,Temu
2026-02-24,SKU-015,1,786,Amazon
2026-02-15,SKU-025,2,554,eBay
2026-03-14,SKU-019,3,193,Temu
2025-11-01,SKU-027,4,116,Walmart
2025-08-12,SKU-053,2,934,Amazon
2025-09-10,SKU-047,4,245,Temu
2025-08-29,SKU-043,2,52,Shopify
2026-04-04,SKU-030,1,126,Walmart
2025-06-29,SKU-045,4,598,Temu
2025-12-26,SKU-043,1,37,Shopify
2025-10-15,SKU-016,1,829,Shopify
2026-04-08,SKU-057,4,523,Walmart
2025-06-15,SKU-025,2,522,Walmart
2026-03-11,SKU-003,2,270,Temu
2026-02-20,SKU-022,5,136,Shopify
2025-11-29,SKU-025,4,506,Shopify
2026-02-08,SKU-009,5,138,Walmart
2026-01-09,SKU-044,3,51,Amazon
2025-11-10,SKU-037,4,167,Amazon
2025-09-20,SKU-011,5,195,Amazon
2025-07-25,SKU-047,2,314,Walmart
2025-10-17,SKU-001,2,180,eBay
2026-03-26,SKU-039,3,154,Amazon
2026-04-08,SKU-009,2,130,Amazon
2025-11-18,SKU-020,1,251,Walmart
2025-06-19,SKU-045,1,749,Amazon
2025-07-17,SKU-058,5,560,Temu
2026-04-24,SKU-005,5,451,Shopify
2026-03-30,SKU-020,3,221,Walmart
2025-10-15,SKU-027,5,84,Shopify
2025-12-24,SKU-035,2,99,Temu
2025-07-17,SKU-047,3,184,Shopify
2025-07-10,SKU-057,4,552,Shopify
2025-11-17,SKU-056,5,178,Shopify
2025-05-27,SKU-032,5,83,Walmart
2025-05-24,SKU-049,4,88,Walmart
2026-03-02,SKU-015,2,1138,Walmart
2025-12-10,SKU-032,4,93,Amazon
2025-06-05,SKU-025,2,618,eBay
2025-09-04,SKU-009,4,123,Shopify
2026-02-16,SKU-008,2,78,Temu
2025-06-16,SKU-009,1,127,Walmart
2025-11-04,SKU-006,5,430,Shopify
2025-07-05,SKU-005,5,436,eBay
2026-03-28,SKU-019,5,221,Walmart
2026-03-10,SKU-014,2,515,Amazon
2025-12-27,SKU-019,4,255,Amazon
2026-02-08,SKU-048,3,193,Shopify
2025-05-28,SKU-034,3,364,eBay
2025-06-12,SKU-018,2,221,Walmart
2026-02-17,SKU-020,2,187,Amazon
2025-08-25,SKU-005,4,269,Shopify
2025-11-17,SKU-021,2,178,Temu
2025-11-14,SKU-011,3,204,eBay
2026-01-23,SKU-037,5,254,Walmart
2026-01-18,SKU-009,1,88,eBay
2025-09-01,SKU-002,5,180,Walmart
2026-04-27,SKU-029,4,206,Shopify
2026-04-23,SKU-031,3,79,Temu
2025-09-18,SKU-013,4,499,Temu
2026-03-03,SKU-024,4,616,Walmart
2025-07-11,SKU-031,1,76,Walmart
2025-10-12,SKU-053,4,935,Shopify
2025-07-03,SKU-033,5,356,eBay
2026-05-04,SKU-032,5,70,Walmart
2026-04-19,SKU-007,1,111,Temu
2026-02-08,SKU-003,4,375,Temu
2025-12-26,SKU-045,4,672,Temu
2026-05-04,SKU-007,4,73,Amazon
2026-05-13,SKU-006,1,364,Temu
2025-08-17,SKU-053,2,967,eBay
2025-10-03,SKU-053,5,698,Shopify
2026-02-04,SKU-003,1,290,Amazon
2025-06-20,SKU-007,3,118,Shopify
2026-05-11,SKU-015,1,1079,Walmart
2025-12-16,SKU-025,1,771,Walmart
2025-12-23,SKU-044,5,47,eBay
2025-06-13,SKU-021,1,162,eBay
2025-08-29,SKU-030,1,155,Walmart
2025-05-30,SKU-019,1,203,Amazon
2025-09-23,SKU-021,3,105,Walmart
2026-04-11,SKU-045,3,585,eBay
2025-09-14,SKU-035,4,99,Shopify
2026-04-28,SKU-008,1,112,Walmart
2026-02-16,SKU-024,4,574,Walmart
2025-11-02,SKU-036,3,128,Amazon
2025-10-09,SKU-027,1,83,Walmart
2025-10-13,SKU-022,5,127,Amazon
2025-06-26,SKU-006,2,294,Amazon
2026-04-20,SKU-003,4,271,Shopify
2025-06-27,SKU-050,5,81,Amazon
2025-07-21,SKU-022,5,137,eBay
2026-01-20,SKU-033,3,292,Temu
2026-02-25,SKU-058,3,461,Amazon
2025-12-17,SKU-002,1,226,Shopify
2026-03-18,SKU-030,5,213,Walmart
2025-11-19,SKU-019,3,244,Temu
2025-08-28,SKU-020,4,199,eBay
2026-01-31,SKU-005,3,420,Walmart
2025-06-03,SKU-032,2,70,Shopify
2026-01-05,SKU-013,2,417,eBay
2026-02-03,SKU-057,1,485,eBay
2025-08-07,SKU-005,2,262,Walmart
2025-10-17,SKU-030,3,149,eBay
2025-08-17,SKU-021,5,154,Walmart
2026-05-01,SKU-053,3,630,eBay
2025-05-25,SKU-033,3,302,Amazon
2025-06-27,SKU-053,3,1020,Temu
2026-04-29,SKU-022,4,121,Shopify
2026-05-05,SKU-004,2,355,Amazon
2025-06-27,SKU-008,3,113,Shopify
2026-02-21,SKU-035,2,118,Walmart
2026-02-26,SKU-041,5,76,Walmart
2026-02-22,SKU-002,3,256,eBay
2025-10-21,SKU-042,5,55,Amazon
2025-08-10,SKU-034,4,289,Amazon
2025-05-25,SKU-014,4,439,Amazon
2025-08-22,SKU-037,5,170,Shopify
2026-02-20,SKU-051,2,72,Walmart
2025-12-27,SKU-009,5,91,Amazon
2025-08-30,SKU-040,1,116,Amazon
2025-10-05,SKU-022,4,142,eBay
2026-03-26,SKU-058,4,388,eBay
2025-11-09,SKU-014,5,515,eBay
2026-04-06,SKU-030,3,222,eBay
2026-02-06,SKU-012,3,222,Amazon
2026-04-07,SKU-028,2,92,Shopify
2025-12-12,SKU-058,4,456,Shopify
2026-05-12,SKU-018,3,202,Temu
2026-02-22,SKU-028,3,97,eBay
2026-02-15,SKU-046,1,676,eBay
2025-09-15,SKU-026,5,494,Walmart
2025-10-15,SKU-044,4,59,Amazon
2025-08-08,SKU-047,2,304,eBay
2025-10-05,SKU-053,1,661,Temu
2025-09-03,SKU-060,4,179,Temu
2025-08-16,SKU-030,5,141,Amazon
2025-10-26,SKU-033,4,263,Temu
2026-03-24,SKU-029,2,216,Temu
2026-04-09,SKU-038,2,196,Shopify
2025-05-24,SKU-039,1,192,eBay
2026-03-28,SKU-060,1,174,Temu
2025-07-09,SKU-006,4,327,Shopify
2025-12-16,SKU-054,2,984,Temu
2025-11-28,SKU-040,4,190,Amazon
2025-10-04,SKU-058,5,452,Shopify
2025-10-18,SKU-052,3,110,Walmart
2026-01-18,SKU-059,2,125,Temu
2025-05-29,SKU-004,5,277,eBay
2025-05-16,SKU-029,2,184,Temu
2025-08-04,SKU-007,4,109,Walmart
2026-04-11,SKU-060,2,164,eBay
2025-09-21,SKU-002,2,163,Amazon
2026-01-10,SKU-058,5,450,Walmart
2026-02-01,SKU-045,2,518,Amazon
2025-06-14,SKU-036,2,78,Amazon
2026-02-10,SKU-014,5,384,Amazon
2025-08-10,SKU-033,2,246,Amazon
2026-05-08,SKU-039,5,166,Temu
2025-10-19,SKU-029,5,140,eBay
2025-10-14,SKU-010,5,119,Amazon
2026-05-04,SKU-010,4,110,Shopify
2025-09-09,SKU-057,3,396,Shopify
2026-01-14,SKU-001,3,215,Walmart
2025-05-22,SKU-016,2,803,Walmart
2026-04-12,SKU-011,4,193,eBay
2025-06-24,SKU-051,5,95,Walmart
2025-08-19,SKU-011,5,228,Temu
2025-07-23,SKU-024,3,493,eBay
2025-12-20,SKU-059,4,143,Temu
2025-06-30,SKU-050,4,52,Temu
2025-12-12,SKU-054,5,729,Walmart
2026-05-05,SKU-051,3,106,Shopify
2025-09-19,SKU-008,5,80,Temu
2025-09-24,SKU-024,3,877,eBay
2025-12-11,SKU-053,4,1097,Shopify
2026-05-07,SKU-056,2,129,Shopify
2025-12-06,SKU-009,5,111,eBay
2026-02-02,SKU-059,2,138,Shopify
2025-07-29,SKU-021,4,137,Amazon
2025-10-16,SKU-022,3,116,Amazon
2025-11-23,SKU-007,4,121,Amazon
2025-05-26,SKU-049,1,83,Walmart
2026-04-08,SKU-004,5,322,Walmart
2025-06-20,SKU-034,1,295,eBay
2026-01-22,SKU-035,5,112,Amazon
2025-07-30,SKU-017,3,282,Shopify
2025-08-13,SKU-004,1,386,Shopify
2026-02-06,SKU-013,2,465,Shopify
2026-02-10,SKU-044,3,35,eBay
2025-09-07,SKU-001,2,199,Shopify
2025-08-27,SKU-027,3,73,Temu
2025-10-12,SKU-050,2,54,Shopify
2026-03-23,SKU-030,4,206,Temu
2025-12-03,SKU-054,4,706,eBay
2025-09-12,SKU-021,3,139,Shopify
2025-09-10,SKU-033,4,271,eBay
2025-11-17,SKU-004,4,347,eBay
2025-10-13,SKU-021,2,143,Amazon
2025-11-03,SKU-024,2,785,Amazon
2026-01-23,SKU-005,3,426,Walmart
2026-02-06,SKU-032,2,102,Amazon
2026-05-09,SKU-034,5,265,Temu
2025-12-10,SKU-002,1,244,Temu
2026-01-04,SKU-044,1,50,Amazon
2026-03-07,SKU-024,1,612,Temu
2025-11-13,SKU-009,5,121,Walmart
2025-11-06,SKU-023,2,598,Temu
2025-10-24,SKU-032,5,97,Shopify
2025-11-24,SKU-033,1,214,Shopify
2025-12-27,SKU-015,4,842,Walmart
2026-02-04,SKU-020,4,251,Temu
2025-10-17,SKU-027,3,115,Shopify
2026-01-13,SKU-055,4,138,Shopify
2025-11-25,SKU-057,3,566,Temu
2025-06-06,SKU-009,2,102,Walmart
2025-12-09,SKU-022,3,110,Walmart
2025-11-28,SKU-011,1,296,Walmart
2025-05-30,SKU-051,4,80,eBay
2025-08-06,SKU-046,1,493,Shopify
2025-12-30,SKU-013,4,517,Temu
2025-08-19,SKU-060,2,180,Amazon
2026-05-05,SKU-034,1,296,eBay
2026-04-07,SKU-036,4,109,Shopify
2026-04-08,SKU-058,4,570,eBay
2025-09-13,SKU-047,1,262,Temu
2026-04-06,SKU-060,1,166,Temu
2025-09-02,SKU-051,2,111,Shopify
2026-04-12,SKU-045,4,745,Temu
2025-05-31,SKU-017,2,283,eBay
2025-06-26,SKU-041,4,43,Shopify
2026-02-14,SKU-015,4,1024,Temu
2026-01-19,SKU-013,3,564,eBay
2025-07-18,SKU-051,1,90,Walmart
2026-03-24,SKU-055,5,163,Temu
2026-01-06,SKU-042,5,46,Temu
2026-04-08,SKU-028,1,107,eBay
2025-08-03,SKU-018,2,202,Temu
2026-01-03,SKU-003,1,224,eBay
2025-07-04,SKU-051,4,63,Temu
2025-09-05,SKU-004,5,335,Shopify
2025-08-16,SKU-041,1,74,eBay
2025-10-17,SKU-034,5,346,Shopify
2025-11-28,SKU-021,2,119,eBay
2026-02-05,SKU-056,3,126,Shopify
2025-09-11,SKU-032,4,98,Temu
2026-01-30,SKU-001,2,176,Walmart
2025-07-19,SKU-055,5,187,Walmart
2025-07-17,SKU-001,5,184,Walmart
2026-02-12,SKU-018,5,167,Shopify
2026-05-07,SKU-043,5,58,Temu
2026-03-06,SKU-030,2,232,Amazon
2025-11-18,SKU-056,1,163,Walmart
2025-05-28,SKU-005,2,391,Shopify
2026-02-11,SKU-009,3,143,Temu
2025-12-02,SKU-005,5,426,Shopify
2026-03-06,SKU-033,1,334,eBay
2025-08-11,SKU-053,5,1018,Walmart
2025-08-06,SKU-034,1,257,Temu
2026-03-17,SKU-053,4,925,Amazon
2025-05-28,SKU-027,5,110,Temu
2025-11-17,SKU-019,5,158,eBay
2026-01-23,SKU-015,5,1057,Shopify
2026-03-01,SKU-031,3,92,Shopify
2025-06-06,SKU-042,2,44,Walmart
2025-12-11,SKU-004,5,389,Walmart
2025-08-30,SKU-034,3,297,eBay
2026-03-31,SKU-059,3,177,eBay
2025-09-05,SKU-050,1,90,Walmart
2026-01-03,SKU-036,5,88,Amazon
2026-02-08,SKU-032,4,68,Amazon
2025-08-18,SKU-018,5,232,Shopify
2026-04-13,SKU-010,2,102,Temu
2025-08-19,SKU-026,4,612,Walmart
2025-10-16,SKU-046,3,572,Amazon
2026-03-19,SKU-012,5,327,Temu
2025-08-01,SKU-005,3,291,Temu
2025-09-27,SKU-004,1,308,Temu
2026-04-17,SKU-050,4,78,Temu
2026-05-15,SKU-020,5,237,eBay
2025-07-09,SKU-026,3,518,Walmart
2025-11-07,SKU-045,3,595,Temu
2026-01-23,SKU-037,5,212,Shopify
2025-08-13,SKU-005,3,265,Shopify
2025-12-25,SKU-024,5,872,Walmart
2026-01-20,SKU-044,2,52,eBay
2026-02-13,SKU-009,3,120,Temu
2026-02-23,SKU-002,4,187,Temu
2025-09-18,SKU-005,1,379,Walmart
2025-07-04,SKU-040,4,133,Amazon
2026-04-25,SKU-053,4,689,Shopify
2025-09-09,SKU-058,3,646,Amazon
2026-02-24,SKU-040,3,162,Temu
